,iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,tests_per_case,positive_rate,tests_units,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,Longitude,Latitude
144,NPL,Asia,Nepal,9/28/2020,73394,1573,1324.5710000000001,477,10,9.429,2518.944,53.986999999999995,45.46,16.371,0.34299999999999997,0.324,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,29136808,204.43,25.0,5.809,3.2119999999999997,2442.804,15.0,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.574,84.0917139,28.1083929
145,NZL,Oceania,New Zealand,9/28/2020,1477,0,1.857,25,0,0.0,306.29,0.0,0.385,5.184,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,4822233,18.206,37.9,15.322000000000001,9.72,36085.843,0.0,128.797,8.08,14.8,17.2,0.0,2.61,82.29,0.917,172.8344077,-41.5000831
146,OMN,Asia,Oman,9/28/2020,97450,1543,567.857,909,24,9.0,19083.065,302.157,111.2,178.00400000000002,4.7,1.7619999999999998,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,5106622,14.98,30.7,2.355,1.53,37960.709,0.0,266.342,12.61,0.5,15.6,97.4,1.6,77.86,0.821,57.0036901,21.0000287
147,PAK,Asia,Pakistan,9/28/2020,310841,566,648.143,6466,9,6.571000000000001,1407.2060000000001,2.562,2.9339999999999997,29.272,0.040999999999999995,0.03,28887,3449541,15.616,0.131,36461,0.165,56.255,0.018000000000000002,tests performed,41.2,220892331,255.57299999999998,23.5,4.495,2.78,5034.708,4.0,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.562,71.247499,30.3308401
148,PAN,North America,Panama,9/28/2020,110555,447,621.714,2340,17,11.857000000000001,25622.467,103.598,144.09,542.323,3.94,2.748,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,4314768,55.133,29.7,7.917999999999999,5.03,22267.037,2.2,128.346,8.33,2.4,9.9,0.0,2.3,78.51,0.789,-81.1308434,8.559559
149,PER,South America,Peru,9/28/2020,805302,5160,5201.0,32262,120,127.571,24423.928,156.497,157.741,978.471,3.639,3.8689999999999998,0,0,0.0,0.0,0,0.0,0.0,0.0,0,85.19,32971846,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,0.0,0.0,1.6,76.74,0.75,-75.0458515,-6.8699697
150,PHL,Asia,Philippines,9/28/2020,304226,2970,2497.571,5344,60,51.428999999999995,2776.264,27.103,22.791999999999998,48.768,0.5479999999999999,0.469,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,109581085,351.87300000000005,25.2,4.803,2.661,7599.188,0.0,370.43699999999995,7.07,7.8,40.8,78.46300000000001,1.0,71.23,0.6990000000000001,122.7312101,12.7503486
151,PNG,Oceania,Papua New Guinea,9/28/2020,532,0,2.1430000000000002,7,0,0.0,59.461000000000006,0.0,0.24,0.782,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,8947027,18.22,22.6,3.8080000000000003,2.142,3823.1940000000004,0.0,561.494,17.65,23.5,48.8,0.0,0.0,64.5,0.544,144.2489081,-5.6816069
152,POL,Europe,Poland,9/28/2020,87330,1350,1155.714,2432,8,19.857,2307.472,35.67,30.537,64.259,0.21100000000000002,0.525,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,37846605,124.027,41.8,16.762999999999998,10.202,27216.445,0.0,227.331,5.91,23.3,33.1,0.0,6.62,78.73,0.865,19.134422,52.215933
153,PRI,North America,Puerto Rico,9/28/2020,46304,891,638.0,644,2,5.143,16185.456,311.447,223.011,225.109,0.6990000000000001,1.798,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,2860840,376.23199999999997,38.2,15.168,9.829,35044.67,0.0,108.094,12.9,0.0,0.0,0.0,0.0,80.1,0.0,-66.41328179513847,18.2214149
154,PRT,Europe,Portugal,9/28/2020,73604,665,718.143,1953,9,5.857,7218.409000000001,65.217,70.429,191.532,0.883,0.574,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,10196707,112.37100000000001,46.2,21.502,14.924000000000001,27936.896,0.5,127.84200000000001,9.85,16.3,30.0,0.0,3.39,82.05,0.847,-7.8896263,40.0332629
155,PRY,South America,Paraguay,9/28/2020,38684,762,737.7139999999999,803,21,20.570999999999998,5423.601,106.834,103.43,112.583,2.944,2.884,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,7132530,17.144000000000002,26.5,6.377999999999999,3.833,8827.01,1.7,199.128,8.27,5.0,21.6,79.602,1.3,74.25,0.7020000000000001,-58.1693445,-23.3165935
156,PSE,Asia,Palestine,9/28/2020,49193,621,535.286,343,9,6.143,9643.009,121.73100000000001,104.929,67.236,1.764,1.204,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,5101416,778.202,20.4,3.043,1.726,4449.898,1.0,265.91,10.59,0.0,0.0,0.0,0.0,74.05,0.6859999999999999,35.27386547291496,31.94696655
157,PYF,Oceania,French Polynesia,9/28/2020,1332,0,2.0,5,0,0.429,4741.834,0.0,7.12,17.8,0.0,1.526,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,280904,77.324,32.7,7.775,4.593,0.0,0.0,0.0,22.63,0.0,0.0,0.0,0.0,77.66,0.0,-146.0490931059517,-16.03442485
158,QAT,Asia,Qatar,9/28/2020,125084,234,244.0,214,0,0.5710000000000001,43415.965,81.22,84.691,74.278,0.0,0.198,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,2881060,227.322,31.9,1.307,0.617,116935.6,0.0,176.69,16.52,0.8,26.9,0.0,1.2,80.23,0.856,51.2295295,25.3336984
159,ROU,Europe,Romania,9/28/2020,122673,1438,1413.1429999999998,4718,31,40.429,6376.704000000001,74.749,73.457,245.248,1.611,2.102,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,19237682,85.12899999999999,43.0,17.85,11.69,23313.199,5.7,370.94599999999997,9.74,22.9,37.1,0.0,6.892,76.05,0.8109999999999999,24.6859225,45.9852129
160,RUS,Europe,Russia,9/28/2020,1151438,7867,6862.714,20324,99,129.429,7890.104,53.908,47.026,139.268,0.6779999999999999,0.887,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,145934460,8.823,39.6,14.177999999999999,9.392999999999999,24765.953999999998,0.1,431.29699999999997,6.18,23.4,58.3,0.0,8.05,72.58,0.816,97.7453061,64.6863136
161,RWA,Africa,Rwanda,9/28/2020,4820,9,15.571,29,0,0.429,372.13699999999994,0.695,1.202,2.239,0.0,0.033,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,12952209,494.869,20.3,2.9739999999999998,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,0.0,69.02,0.524,30.0644358,-1.9646631
162,SAU,Asia,Saudi Arabia,9/28/2020,333193,403,491.286,4683,28,28.285999999999998,9570.698,11.575999999999999,14.112,134.515,0.804,0.812,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,34813867,15.322000000000001,31.9,3.295,1.845,49045.41099999999,0.0,259.538,17.72,1.8,25.4,0.0,2.7,75.13,0.853,42.3528328,25.6242618
163,SDN,Africa,Sudan,9/28/2020,13606,0,7.2860000000000005,836,0,0.0,310.29,0.0,0.166,19.065,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,43849269,23.258000000000003,19.7,3.548,2.0340000000000003,4466.5070000000005,0.0,431.38800000000003,15.67,0.0,0.0,23.436999999999998,0.8,65.31,0.502,29.4917691,14.5844444
164,SEN,Africa,Senegal,9/28/2020,14909,40,27.857,308,2,0.857,890.4119999999999,2.3890000000000002,1.6640000000000001,18.395,0.11900000000000001,0.051,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,16743930,82.32799999999999,18.7,3.008,1.796,2470.58,38.0,241.21900000000002,2.42,0.4,16.6,20.859,0.0,67.94,0.505,-14.4529612,14.4750607
165,SGP,Asia,Singapore,9/28/2020,57700,15,17.714000000000002,27,0,0.0,9862.67,2.5639999999999996,3.028,4.615,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,5850343,7915.731,42.4,12.922,7.0489999999999995,85535.383,0.0,92.243,10.99,5.2,28.3,0.0,2.4,83.62,0.932,103.83039182212079,1.3408630000000001
166,SLE,Africa,Sierra Leone,9/28/2020,2215,7,6.7139999999999995,72,0,0.0,277.67400000000004,0.878,0.8420000000000001,9.026,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,7976985,104.7,19.1,2.5380000000000003,1.285,1390.3,52.2,325.721,2.42,8.8,41.3,19.275,0.0,54.7,0.419,-11.8400269,8.6400349
167,SLV,North America,El Salvador,9/28/2020,28630,215,153.857,826,0,2.0,4413.986,33.147,23.721,127.34700000000001,0.0,0.308,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,6486201,307.811,27.6,8.273,5.417000000000001,7292.4580000000005,2.2,167.295,8.87,2.5,18.8,90.65,1.3,73.32,0.674,-88.9140683,13.8000382
168,SMR,Europe,San Marino,9/28/2020,746,0,3.286,42,0,0.0,21981.26,0.0,96.815,1237.5510000000002,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,33938,556.6669999999999,0.0,0.0,0.0,56861.47,0.0,0.0,5.64,0.0,0.0,0.0,3.8,84.97,0.0,12.458306,43.9458623
169,SOM,Africa,Somalia,9/28/2020,3588,0,20.857,99,0,0.14300000000000002,225.757,0.0,1.3119999999999998,6.229,0.0,0.009000000000000001,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,15893219,23.5,16.8,2.7310000000000003,1.496,0.0,0.0,365.769,6.05,0.0,0.0,9.831,0.9,57.4,0.0,49.083416,8.3676771
170,SRB,Europe,Serbia,9/28/2020,33384,72,68.0,747,1,0.857,4906.096,10.581,9.993,109.779,0.147,0.126,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,6804596,80.291,41.2,17.366,0.0,14048.881000000001,0.0,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.787,21.07657433209902,44.024322850000004
171,SSD,Africa,South Sudan,9/28/2020,2686,10,6.2860000000000005,49,0,0.0,239.956,0.893,0.562,4.377,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,11193729,0.0,19.2,3.4410000000000003,2.032,1569.888,0.0,280.775,10.43,0.0,0.0,0.0,0.0,57.85,0.38799999999999996,29.6667897,7.8699431
172,STP,Africa,Sao Tome and Principe,9/28/2020,911,0,0.429,15,0,0.0,4156.7609999999995,0.0,1.956,68.443,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,219161,212.84099999999998,18.7,2.886,2.162,3052.7140000000004,32.3,270.113,2.42,0.0,0.0,41.34,2.9,70.39,0.589,6.9648718,0.8875498
173,SUR,South America,Suriname,9/28/2020,4835,4,16.0,102,0,0.7140000000000001,8241.936,6.819,27.274,173.873,0.0,1.218,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,586634,3.612,29.6,6.933,4.229,13767.118999999999,0.0,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.72,-56.0771187,4.1413025
174,SVK,Europe,Slovakia,9/28/2020,9078,478,343.0,44,0,0.7140000000000001,1662.746,87.552,62.825,8.059,0.0,0.131,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,5459643,113.12799999999999,41.2,15.07,9.167,30155.152000000002,0.7,287.959,7.29,23.1,37.7,0.0,5.82,77.54,0.855,19.4528646,48.7411522
175,SVN,Europe,Slovenia,9/28/2020,5350,159,132.857,136,0,0.429,2573.437,76.482,63.906000000000006,65.418,0.0,0.20600000000000002,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,2078932,102.619,44.5,19.062,12.93,31400.84,0.0,153.493,7.25,20.1,25.0,0.0,4.5,81.32,0.8959999999999999,14.4808369,45.8133113
176,SWZ,Africa,Swaziland,9/28/2020,5431,12,23.143,108,0,0.5710000000000001,4681.235,10.343,19.948,93.09,0.0,0.493,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,1160164,79.492,21.5,3.1630000000000003,1.845,7738.975,0.0,333.436,3.94,1.7,16.5,24.096999999999998,2.1,60.19,0.588,31.3991317,-26.5624806
178,SYC,Africa,Seychelles,9/28/2020,143,0,0.28600000000000003,0,0,0.0,1454.139,0.0,2.905,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,98340,208.354,36.2,8.606,5.586,26382.287,1.1,242.648,10.55,7.1,35.7,0.0,3.6,73.4,0.797,55.4540146,-4.6574977
179,SYR,Asia,Syria,9/28/2020,4072,34,38.857,192,4,2.8569999999999998,232.67700000000002,1.943,2.22,10.970999999999998,0.22899999999999998,0.163,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,17500657,0.0,21.7,0.0,2.577,0.0,0.0,376.264,0.0,0.0,0.0,70.598,1.5,72.7,0.536,39.0494106,34.6401861
180,TCA,North America,Turks and Caicos Islands,9/28/2020,682,1,2.0,5,0,0.0,17614.546000000002,25.828000000000003,51.656000000000006,129.139,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,38718,37.312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.22,0.0,-71.6201783,21.7214683
181,TCD,Africa,Chad,9/28/2020,1178,1,3.8569999999999998,84,1,0.429,71.71600000000001,0.061,0.235,5.114,0.061,0.026000000000000002,0,0,0.0,0.0,0,0.0,0.0,0.0,0,73.15,16425859,11.833,16.7,2.4859999999999998,1.446,1768.1529999999998,38.4,280.995,6.1,0.0,0.0,5.818,0.0,54.24,0.40399999999999997,19.0156172,15.6134137
182,TGO,Africa,Togo,9/28/2020,1743,7,11.0,46,0,0.7140000000000001,210.53900000000002,0.846,1.329,5.556,0.0,0.086,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,8278737,143.366,19.4,2.839,1.525,1429.8129999999999,49.2,280.033,6.15,0.9,14.2,10.475,0.7,61.04,0.503,1.0199765,8.7800265
183,THA,Asia,Thailand,9/28/2020,3545,22,5.571000000000001,59,0,0.0,50.788000000000004,0.315,0.08,0.845,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,69799978,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.755,100.83273,14.8971921
184,TJK,Asia,Tajikistan,9/28/2020,9646,41,42.857,75,0,0.28600000000000003,1011.3610000000001,4.2989999999999995,4.493,7.864,0.0,0.03,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,9537642,64.281,23.3,3.466,2.155,2896.913,4.8,427.69800000000004,7.11,0.0,0.0,72.704,4.8,71.1,0.65,70.8156541,38.6281733
185,TLS,Asia,Timor,9/28/2020,27,0,0.0,0,0,0.0,20.479,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,1318442,87.176,18.0,3.556,1.8969999999999998,6570.102,30.3,335.346,6.86,6.3,78.1,28.178,5.9,69.5,0.625,124.63727993791622,-9.346017100000001
186,TTO,North America,Trinidad and Tobago,9/28/2020,4362,50,65.857,71,1,0.857,3116.847,35.727,47.058,50.733000000000004,0.715,0.612,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,1399491,266.88599999999997,36.2,10.014,5.819,28763.071,0.0,228.467,10.97,0.0,0.0,89.443,3.0,73.51,0.784,-60.9821067,10.8677845
187,TUN,Africa,Tunisia,9/28/2020,16114,936,768.857,214,7,7.857,1363.442,79.197,65.055,18.107,0.5920000000000001,0.665,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,11818618,74.22800000000001,32.7,8.001,5.075,10849.296999999999,2.0,318.991,8.52,1.1,65.8,78.687,2.3,76.7,0.735,9.400138,33.8439408
188,TUR,Asia,Turkey,9/28/2020,314433,1467,1652.286,7997,68,70.143,3728.2009999999996,17.394000000000002,19.590999999999998,94.82,0.8059999999999999,0.8320000000000001,101119,10037700,119.016,1.199,93678,1.111,56.696000000000005,0.018000000000000002,tests performed,0.0,84339067,104.914,31.6,8.152999999999999,5.061,25129.341,0.2,171.285,12.13,14.1,41.1,0.0,2.81,77.69,0.7909999999999999,34.9249653,38.9597594
189,TWN,Asia,Taiwan,9/28/2020,510,0,0.14300000000000002,7,0,0.0,21.413,0.0,0.006,0.294,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,23816775,0.0,42.2,0.0,8.353,0.0,0.0,103.95700000000001,0.0,0.0,0.0,0.0,0.0,80.46,0.0,120.83536313817521,23.59829785
190,TZA,Africa,Tanzania,9/28/2020,509,0,0.0,21,0,0.0,8.521,0.0,0.0,0.35200000000000004,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,8.33,59734213,64.699,17.7,3.108,1.874,2683.304,49.1,217.28799999999998,5.75,3.3,26.7,47.953,0.7,65.46,0.5379999999999999,35.7878438,-6.5247123
191,UGA,Africa,Uganda,9/28/2020,7530,166,177.571,73,2,1.429,164.623,3.6289999999999996,3.8819999999999997,1.5959999999999999,0.044000000000000004,0.031,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,45741000,213.75900000000001,16.4,2.168,1.308,1697.707,41.6,213.333,2.5,3.4,16.7,21.221999999999998,0.5,63.37,0.516,32.2166578,1.5333554
192,UKR,Europe,Ukraine,9/28/2020,198634,3130,3279.429,3959,56,57.428999999999995,4541.892,71.569,74.986,90.525,1.28,1.3130000000000002,16533,2226508,50.911,0.37799999999999995,23981,0.5479999999999999,7.313,0.13699999999999998,tests performed,0.0,43733759,77.39,41.4,16.462,11.133,7894.393,0.1,539.849,7.11,13.5,47.4,0.0,8.8,72.06,0.7509999999999999,31.2718321,49.4871968
193,URY,South America,Uruguay,9/28/2020,2008,10,13.0,47,0,0.14300000000000002,578.053,2.8789999999999996,3.742,13.53,0.0,0.040999999999999995,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,3473727,19.750999999999998,35.6,14.655,10.360999999999999,20551.409,0.1,160.708,6.93,14.0,19.9,0.0,2.8,77.91,0.804,-56.0201525,-32.8755548
194,USA,North America,United States,9/28/2020,7115046,36248,44318.857,204756,259,749.571,21495.435,109.51,133.893,618.5930000000001,0.782,2.265,0,0,0.0,0.0,0,0.0,0.0,0.0,0,62.5,331002647,35.608000000000004,38.3,15.413,9.732000000000001,54225.445999999996,1.2,151.089,10.79,19.1,24.6,0.0,2.77,78.86,0.924,-100.4458825,39.7837304
195,UZB,Asia,Uzbekistan,9/28/2020,55593,640,543.429,460,6,3.571,1661.02,19.122,16.237000000000002,13.744000000000002,0.179,0.107,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,33469199,76.134,28.2,4.468999999999999,2.873,6253.104,0.0,724.4169999999999,7.57,1.3,24.7,0.0,4.0,71.72,0.71,63.9528098,41.32373
196,VAT,Europe,Vatican,9/28/2020,12,0,0.0,0,0,0.0,14833.127,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.12,0.0,12.4528349,41.9034912
197,VCT,North America,Saint Vincent and the Grenadines,9/28/2020,64,0,0.0,0,0,0.0,576.852,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,110947,281.78700000000003,31.8,7.724,4.832,10727.146,0.0,252.675,11.62,0.0,0.0,0.0,2.6,72.53,0.723,-61.2765569,12.90447
198,VEN,South America,Venezuela,9/28/2020,72691,751,862.143,606,6,8.429,2556.3070000000002,26.41,30.319000000000003,21.311,0.21100000000000002,0.29600000000000004,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28435943,36.253,29.0,6.614,3.915,16745.022,0.0,204.85,6.47,0.0,0.0,0.0,0.8,72.06,0.7609999999999999,-66.1109318,8.0018709
199,VGB,North America,British Virgin Islands,9/28/2020,71,0,0.0,1,0,0.0,2348.117,0.0,0.0,33.071999999999996,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,30237,207.97299999999998,0.0,0.0,0.0,0.0,0.0,0.0,13.67,0.0,0.0,0.0,0.0,79.07,0.0,-64.5661642,18.4024395
200,VIR,North America,United States Virgin Islands,9/28/2020,1317,0,6.857,19,0,0.0,12612.163999999999,0.0,65.667,181.952,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,104423,306.48,42.2,18.601,10.799000000000001,0.0,0.0,273.67,12.26,0.0,0.0,0.0,0.0,80.58,0.0,-64.7080574,17.789187
201,VNM,Asia,Vietnam,9/28/2020,1074,5,0.857,35,0,0.0,11.034,0.051,0.009000000000000001,0.36,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,97338583,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.84700000000001,2.6,75.4,0.6940000000000001,108.4265113,13.2904027
202,OWID_KOS,Europe,Kosovo,9/28/2020,15472,47,58.428999999999995,622,3,1.286,8005.075,24.316999999999997,30.23,321.817,1.5519999999999998,0.665,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,1932774,168.155,0.0,0.0,0.0,9795.834,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.9021231,42.5869578
203,YEM,Asia,Yemen,9/28/2020,2034,1,0.5710000000000001,588,0,0.28600000000000003,68.196,0.034,0.019,19.714000000000002,0.0,0.01,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,29825968,53.508,20.3,2.9219999999999997,1.5830000000000002,1479.1470000000002,18.8,495.00300000000004,5.35,7.6,29.2,49.542,0.7,66.12,0.452,47.8915271,16.3471243
204,ZAF,Africa,South Africa,9/28/2020,670766,1268,1365.0,16398,22,63.571000000000005,11309.742,21.38,23.015,276.486,0.371,1.072,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,59308690,46.754,27.3,5.343999999999999,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.6990000000000001,24.991639,-28.8166236
205,ZMB,Africa,Zambia,9/28/2020,14641,29,72.857,332,0,0.28600000000000003,796.4010000000001,1.577,3.963,18.059,0.0,0.016,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,18383956,22.995,17.7,2.48,1.5419999999999998,3689.2509999999997,57.5,234.49900000000002,3.94,3.1,24.7,13.937999999999999,2.0,63.89,0.588,27.5599164,-14.5186239
206,ZWE,Africa,Zimbabwe,9/28/2020,7812,9,18.429000000000002,227,0,0.28600000000000003,525.6030000000001,0.606,1.24,15.273,0.0,0.019,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,14862927,42.729,19.6,2.822,1.882,1899.775,21.4,307.846,1.82,1.6,30.7,36.791,1.7,61.49,0.535,29.7468414,-18.4554963
